GRName,Line,,,1,2,3,4,5,6,7,8,9
Cameron Mut Grp,Other Liab,Inc,wtd 5,1.0076495132127956,1.024842663133488,1.0094425830033507,1.0044064995868907,1.0,1.0090845562543675,1.0004387889425186,1.0,0.9984101748807631
Cameron Mut Grp,Other Liab,Inc,wtd 10,1.1061843640606768,0.999049971499145,1.013533516599704,1.004038004750594,1.0,1.0090845562543675,1.0004387889425186,1.0,0.9984101748807631
Cameron Mut Grp,Other Liab,Pd,wtd 3,1.5788177339901477,1.2085385878489328,1.1062618595825426,1.0288850375505487,1.051241415742208,1.0402033271719038,1.0,1.0,1.0
Cameron Mut Grp,Other Liab,Pd,wtd 5,1.6755070202808113,1.204864359214219,1.0863519941456274,1.0168659920269856,1.036330608537693,1.0482632541133454,1.0,1.0,1.0
Cameron Mut Grp,Other Liab,Pd,wtd 10,1.75,1.1568222852721177,1.0980441323971917,1.0155018392012611,1.036330608537693,1.0482632541133454,1.0,1.0,1.0
Cameron Mut Grp,PP Auto,Inc,str 3,1.0390723045474364,1.0267875269851774,1.0069481413215868,1.005825289365233,1.0019296654435796,1.003331558551438,1.0009928694390897,0.9972172521634983,0.9995090418132723
Cameron Mut Grp,PP Auto,Inc,str 5,1.0332522563354356,1.0216488042041674,1.008354415117004,1.005353913865661,1.000444730175925,1.0027845465579468,1.0009928694390897,0.9972172521634983,0.9995090418132723
Cameron Mut Grp,PP Auto,Inc,str 10,1.1881078178428348,1.022089289360102,1.0108134130525588,1.0060678551845912,1.000444730175925,1.0027845465579468,1.0009928694390897,0.9972172521634983,0.9995090418132723
Cameron Mut Grp,PP Auto,Pd,str 3,1.5958205954744222,1.1465828173938004,1.0622932099747635,1.0317419606011318,1.0155790215019744,1.0096842881467396,1.0058600855672397,1.0008083583970606,1.0
Cameron Mut Grp,PP Auto,Pd,str 5,1.6007147579307408,1.1337540984572596,1.0581638552994064,1.0297820577765997,1.0168410461623067,1.0080495097700446,1.0058600855672397,1.0008083583970606,1.0
Cameron Mut Grp,PP Auto,Pd,str 10,1.6281669822833795,1.145275073250538,1.0560943457006022,1.031263648100185,1.0168410461623067,1.0080495097700446,1.0058600855672397,1.0008083583970606,1.0
Cameron Mut Grp,PP Auto,Inc,wtd 3,1.0390349784720492,1.026697476004266,1.0074964023961714,1.0052868325738988,1.0017797498598142,1.0034987054789728,1.0009453857901243,0.9971393863395901,0.9995090418132723
Cameron Mut Grp,PP Auto,Inc,wtd 5,1.0340889830508475,1.020664767331434,1.008924949290061,1.005033264000254,1.0004061371841155,1.0029755424921982,1.0009453857901243,0.9971393863395901,0.9995090418132723
Cameron Mut Grp,PP Auto,Inc,wtd 10,1.1330250241792936,1.0213798644892287,1.0112685776841706,1.005777345881977,1.0004061371841155,1.0029755424921982,1.0009453857901243,0.9971393863395901,0.9995090418132723
Cameron Mut Grp,PP Auto,Pd,wtd 3,1.5958698209384394,1.1410166212294433,1.0626069488877317,1.0319862213200468,1.0158543009808594,1.0099947770761122,1.0058101051702582,1.0007902639481587,1.0
Cameron Mut Grp,PP Auto,Pd,wtd 5,1.5970310499359794,1.1290277388624264,1.0569656898451654,1.029423605985372,1.0168633540372671,1.0084680097409786,1.0058101051702582,1.0007902639481587,1.0
Cameron Mut Grp,PP Auto,Pd,wtd 10,1.6267548782168666,1.1432084497957429,1.0551985175255294,1.0309029930669071,1.0168633540372671,1.0084680097409786,1.0058101051702582,1.0007902639481587,1.0
Canal Ins Co Grp,Comm Auto,Inc,str 3,0.9829949544224115,0.9639944119231151,0.9729778148853464,0.9466129111042013,0.9310125763846476,0.9328185722431904,0.9491568284235083,0.9221476305429575,0.9146288718102272
Canal Ins Co Grp,Comm Auto,Inc,str 5,0.9912852223501993,0.9709219695232252,0.978517914933569,0.949834764605046,0.9409055728308549,0.9362981997696914,0.9491568284235083,0.9221476305429575,0.9146288718102272
Canal Ins Co Grp,Comm Auto,Inc,str 10,0.9889649562667258,0.9721299072597415,0.9836298234154415,0.9539956933905915,0.9409055728308549,0.9362981997696914,0.9491568284235083,0.9221476305429575,0.9146288718102272
Canal Ins Co Grp,Comm Auto,Pd,str 3,1.9629313245265185,1.1904792162009448,1.0837287918649725,1.0418991457413151,1.0039371188500112,1.0009206751569877,0.9944690333441427,1.0016971694798722,1.001240377950458
Canal Ins Co Grp,Comm Auto,Pd,str 5,1.958435002162993,1.2103325481434901,1.0906788408399495,1.0458260198177072,1.0111295445156805,1.00301843793738,0.9944690333441427,1.0016971694798722,1.001240377950458
Canal Ins Co Grp,Comm Auto,Pd,str 10,1.94205633434201,1.226531395318504,1.0993637753730907,1.0485783186978983,1.0111295445156805,1.00301843793738,0.9944690333441427,1.0016971694798722,1.001240377950458
Canal Ins Co Grp,Comm Auto,Inc,wtd 3,0.9825652753618069,0.9637211050916733,0.9765760866486526,0.9496088191124489,0.9331120816056253,0.934680999177297,0.9471421396283275,0.9225804385079838,0.9146288718102272
Canal Ins Co Grp,Comm Auto,Inc,wtd 5,0.9886643623149871,0.9694980744792708,0.9795207787345563,0.951369559512491,0.9416688772953695,0.9377444501389152,0.9471421396283275,0.9225804385079838,0.9146288718102272
Canal Ins Co Grp,Comm Auto,Inc,wtd 10,0.9875409479747248,0.9708095670658323,0.983419635370292,0.9548329147801221,0.9416688772953695,0.9377444501389152,0.9471421396283275,0.9225804385079838,0.9146288718102272
Canal Ins Co Grp,Comm Auto,Pd,wtd 3,1.9624382977480503,1.1913970693811542,1.083841330027709,1.0423645978663147,1.0051059985663926,1.0015626031648217,0.9945808994299388,1.0016974519967876,1.001240377950458
Canal Ins Co Grp,Comm Auto,Pd,wtd 5,1.9645976476068476,1.20467385721623,1.0887826425880214,1.0451994548349044,1.0109345273555355,1.0033732216796958,0.9945808994299388,1.0016974519967876,1.001240377950458
Canal Ins Co Grp,Comm Auto,Pd,wtd 10,1.9518020782337082,1.2164024266011368,1.0949083212242876,1.0473730792501512,1.0109345273555355,1.0033732216796958,0.9945808994299388,1.0016974519967876,1.001240377950458
Capital City Ins Co Inc,Work Comp,Inc,str 3,1.2469246744170803,1.0668413807485206,1.0265974524080017,0.9971761421082403,1.0021219027459587,1.0004530664128184,1.0021436246041053,1.0130744849445326,0.9961389961389961
Capital City Ins Co Inc,Work Comp,Inc,str 5,1.2734297076697783,1.0502339118047963,1.0423299645325084,0.9963352576470218,0.9989812911199414,1.0035656062612266,1.0021436246041053,1.0130744849445326,0.9961389961389961
Capital City Ins Co Inc,Work Comp,Inc,str 10,1.2228294882257569,1.0148652296383378,1.0238986718376901,0.9949524276245117,0.9989812911199414,1.0035656062612266,1.0021436246041053,1.0130744849445326,0.9961389961389961
Capital City Ins Co Inc,Work Comp,Pd,str 3,1.4871482351010001,1.1285617381184834,1.0489828005994868,1.008776738903941,1.0041190317422488,1.0020977909449205,1.0009396669277526,1.0510786330293418,0.9248011569052784
Capital City Ins Co Inc,Work Comp,Pd,str 5,1.593433617702206,1.1366651075844623,1.067847769719823,1.0083967707772845,1.0022871250039143,1.0043959238538516,1.0009396669277526,1.0510786330293418,0.9248011569052784
Capital City Ins Co Inc,Work Comp,Pd,str 10,1.6732367371432584,1.1446256441506313,1.0544836171418872,1.0150755402735878,1.0022871250039143,1.0043959238538516,1.0009396669277526,1.0510786330293418,0.9248011569052784
Capital City Ins Co Inc,Work Comp,Inc,wtd 3,1.253515284748434,1.0729726453594084,1.0267997612976727,0.9959975834466093,1.0031037364211532,1.0011711560983771,1.0018947368421052,1.0112168592794017,0.9961389961389961
Capital City Ins Co Inc,Work Comp,Inc,wtd 5,1.2632622863079683,1.0646279438919304,1.0343152546904941,0.9958288642593255,1.0005296610169492,1.0031869197727588,1.0018947368421052,1.0112168592794017,0.9961389961389961
Capital City Ins Co Inc,Work Comp,Inc,wtd 10,1.2468749177609937,1.0498312930481581,1.0276197575424693,0.9952872033710357,1.0005296610169492,1.0031869197727588,1.0018947368421052,1.0112168592794017,0.9961389961389961
Capital City Ins Co Inc,Work Comp,Pd,wtd 3,1.4912427487728692,1.1353878273498843,1.0489879231161763,1.010104126494408,1.002631893767197,1.0015085484411665,1.0002110595187843,1.0447863247863247,0.9248011569052784
Capital City Ins Co Inc,Work Comp,Pd,wtd 5,1.5456798712875592,1.1373900293255133,1.0585742887740373,1.009690985554946,1.0015987210231814,1.0031917846239244,1.0002110595187843,1.0447863247863247,0.9248011569052784
Capital City Ins Co Inc,Work Comp,Pd,wtd 10,1.5718422556677463,1.140733367582841,1.0540128543177323,1.0122845930728546,1.0015987210231814,1.0031917846239244,1.0002110595187843,1.0447863247863247,0.9248011569052784
Celina Mut Grp,Comm Auto,Inc,str 3,1.321884102421582,1.0934009030503786,1.072313133368456,1.0241954216723628,1.0055412863053854,1.0032581958233413,1.005622496434995,0.9992820650971841,1.0
Celina Mut Grp,Comm Auto,Inc,str 5,1.3558056156458709,1.1049852554715145,1.089174441989066,1.0193724642154192,1.0046190698611284,1.0039198984721274,1.005622496434995,0.9992820650971841,1.0
Celina Mut Grp,Comm Auto,Inc,str 10,1.5041167696583524,1.097266389844383,1.0731772633575942,1.01779517606826,1.0046190698611284,1.0039198984721274,1.005622496434995,0.9992820650971841,1.0
Celina Mut Grp,Comm Auto,Pd,str 3,1.837554013133608,1.2474899407308573,1.178054177604334,1.0356070777220545,1.0502165782186326,1.0074447438282184,1.006715144869654,1.001501608761585,1.0002556890820762
Celina Mut Grp,Comm Auto,Pd,str 5,1.9322665498434812,1.2552677554500522,1.2048462371929225,1.0351285307778322,1.037469870019753,1.0099546434661533,1.006715144869654,1.001501608761585,1.0002556890820762
Celina Mut Grp,Comm Auto,Pd,str 10,1.8865808646097433,1.3504994419086354,1.2035946158824327,1.0327926496085262,1.037469870019753,1.0099546434661533,1.006715144869654,1.001501608761585,1.0002556890820762
Celina Mut Grp,Comm Auto,Inc,wtd 3,1.329414738971053,1.0971070395371263,1.071473693709954,1.0271581894540365,1.0052847915443335,1.0034700027394758,1.0061529723589548,0.9993807090880942,1.0
Celina Mut Grp,Comm Auto,Inc,wtd 5,1.3548869680851063,1.1037162982754434,1.0880100645443607,1.0226692949907235,1.0047483899137648,1.0041088508689209,1.0061529723589548,0.9993807090880942,1.0
Celina Mut Grp,Comm Auto,Inc,wtd 10,1.4792030399507035,1.0900427467743834,1.0756154507844182,1.020348147796803,1.0047483899137648,1.0041088508689209,1.0061529723589548,0.9993807090880942,1.0
Celina Mut Grp,Comm Auto,Pd,wtd 3,1.847675568743818,1.2531492897346557,1.1784418356456776,1.0376712328767124,1.0503228088794552,1.0068984547461368,1.0070382347346396,1.0013990362194933,1.0002556890820762
Celina Mut Grp,Comm Auto,Pd,wtd 5,1.924731182795699,1.2530818234466783,1.2020300605114191,1.0381052371541502,1.039773701354363,1.0096572361262242,1.0070382347346396,1.0013990362194933,1.0002556890820762
Celina Mut Grp,Comm Auto,Pd,wtd 10,1.8719160601191038,1.3220056350986142,1.2045231554160125,1.034981601895257,1.039773701354363,1.0096572361262242,1.0070382347346396,1.0013990362194933,1.0002556890820762
Celina Mut Grp,PP Auto,Inc,str 3,1.2483826959918205,1.0764008267079783,1.0288203195364205,1.0107267477266368,1.0051545037285106,1.0025155422666552,1.0026953599208253,1.0000758725341425,1.0000758610226066
Celina Mut Grp,PP Auto,Inc,str 5,1.2895562733491466,1.0817190025642573,1.0381607225381164,1.00961140021976,1.0072346051443968,1.0021161724218182,1.0026953599208253,1.0000758725341425,1.0000758610226066
Celina Mut Grp,PP Auto,Inc,str 10,1.322159778337674,1.084507031499097,1.0338183316061773,1.0122900747780545,1.0072346051443968,1.0021161724218182,1.0026953599208253,1.0000758725341425,1.0000758610226066
Celina Mut Grp,PP Auto,Pd,str 3,1.636948398294721,1.1960541807419485,1.0571059544653167,1.0402345516356346,1.017195879746703,1.0169865247567031,1.0007686648958645,1.0039386833925046,1.0000758610226066
Celina Mut Grp,PP Auto,Pd,str 5,1.676873070374882,1.2010176131325243,1.0701167291554257,1.034858044006456,1.0163238474895877,1.0145137636893846,1.0007686648958645,1.0039386833925046,1.0000758610226066
Celina Mut Grp,PP Auto,Pd,str 10,1.7907212991501547,1.1996098965823325,1.0640862922662908,1.0379226304836735,1.0163238474895877,1.0145137636893846,1.0007686648958645,1.0039386833925046,1.0000758610226066
Celina Mut Grp,PP Auto,Inc,wtd 3,1.247689154711615,1.0774809046868963,1.028304099663791,1.0107524217724153,1.0050841828261925,1.0023393283863664,1.0026364224245137,1.000077474336626,1.0000758610226066
Celina Mut Grp,PP Auto,Inc,wtd 5,1.2905149180757949,1.082312529533641,1.038112040969273,1.009507294905525,1.0070870293406116,1.001987657592852,1.0026364224245137,1.000077474336626,1.0000758610226066
Celina Mut Grp,PP Auto,Inc,wtd 10,1.3217459142116676,1.0848413264396506,1.0339282278781843,1.0120870974632172,1.0070870293406116,1.001987657592852,1.0026364224245137,1.000077474336626,1.0000758610226066
Celina Mut Grp,PP Auto,Pd,wtd 3,1.641970494573341,1.1975594136900527,1.0538736524604815,1.0417678359249885,1.0172709328900893,1.0160159139017113,1.0007716817683958,1.0040068466505874,1.0000758610226066
Celina Mut Grp,PP Auto,Pd,wtd 5,1.6864644970414202,1.201723988564498,1.0683485237591688,1.0360797404380109,1.0164949106393757,1.0137991835483067,1.0007716817683958,1.0040068466505874,1.0000758610226066
Celina Mut Grp,PP Auto,Pd,wtd 10,1.7803885174326632,1.1993823151253264,1.0629390175728557,1.038786477289151,1.0164949106393757,1.0137991835483067,1.0007716817683958,1.0040068466505874,1.0000758610226066
Celina Mut Grp,Products Liab,Inc,str 3,1.5358749724302456,1.8701120518224794,1.0785670916818457,1.0674603174603174,1.0,1.0,1.0,1.0,1.0
Celina Mut Grp,Products Liab,Inc,str 5,1.6610848331629247,1.453982124710509,1.3105811152241613,0.9151428571428571,1.0,1.0,1.0,1.0,1.0
Celina Mut Grp,Products Liab,Inc,str 10,2.0149852147907263,1.592710275056333,1.2384261703140604,1.1476319675156885,1.0,1.0,1.0,1.0,1.0
Celina Mut Grp,Products Liab,Pd,str 3,2.875465838509317,1.9053336522363071,1.3979914529914528,1.21602787456446,1.0,1.0,1.0,1.0,1.0
Celina Mut Grp,Products Liab,Pd,str 5,3.07527950310559,1.7045209460587654,2.1162948717948717,1.1370241321460834,1.0,1.0,1.0,1.0,1.0
Celina Mut Grp,Products Liab,Pd,str 10,2.8021365770726385,1.7270443412867285,1.8416234955520672,1.505572544578665,1.0,1.0,1.0,1.0,1.0
Celina Mut Grp,Products Liab,Inc,wtd 3,1.4790123456790123,1.8041237113402062,1.1151079136690647,1.1571164510166358,1.0,1.0,1.0,1.0,1.0
Celina Mut Grp,Products Liab,Inc,wtd 5,1.6463654223968567,1.6728571428571428,1.3282828282828283,1.0362941738299905,1.0,1.0,1.0,1.0,1.0
Celina Mut Grp,Products Liab,Inc,wtd 10,1.5026315789473683,1.701098901098901,1.2861981371718882,1.1760204081632653,1.0,1.0,1.0,1.0,1.0
Celina Mut Grp,Products Liab,Pd,wtd 3,2.628415300546448,1.75177304964539,1.5773955773955775,1.4558823529411764,1.0,1.0,1.0,1.0,1.0
Celina Mut Grp,Products Liab,Pd,wtd 5,2.853211009174312,1.7520325203252032,1.983221476510067,1.2159353348729791,1.0,1.0,1.0,1.0,1.0
Celina Mut Grp,Products Liab,Pd,wtd 10,2.668918918918919,1.7100494233937398,1.8757225433526012,1.4146596858638742,1.0,1.0,1.0,1.0,1.0
Celina Mut Grp,Work Comp,Inc,str 3,1.4173993600670218,0.9379942863748343,0.9893710998943575,1.0037345203060253,0.9919119467119129,0.9946453711680086,0.996644831377849,0.9965772749524388,0.9916117435590174
Celina Mut Grp,Work Comp,Inc,str 5,1.4632445769926097,0.9738347195227393,0.9992242008680824,1.004848841954492,0.9998880463281921,0.9987100619970878,0.996644831377849,0.9965772749524388,0.9916117435590174
Celina Mut Grp,Work Comp,Inc,str 10,1.606991963960355,1.052259226558771,1.0293083181947558,1.0110885952696211,0.9998880463281921,0.9987100619970878,0.996644831377849,0.9965772749524388,0.9916117435590174
Celina Mut Grp,Work Comp,Pd,str 3,1.6139561707035757,1.0597080901682,1.0736620706701319,1.0357828225291232,1.0349370919315202,1.0183608226693628,1.012704643985178,1.0237982246029373,1.0027816411682893
Celina Mut Grp,Work Comp,Pd,str 5,1.7158173451279914,1.110699506347863,1.077440890546461,1.0430884056699348,1.0369863444098582,1.0215676467049923,1.012704643985178,1.0237982246029373,1.0027816411682893
Celina Mut Grp,Work Comp,Pd,str 10,1.9568456956451936,1.216548836535521,1.1030328899358546,1.0555323687704845,1.0369863444098582,1.0215676467049923,1.012704643985178,1.0237982246029373,1.0027816411682893
Celina Mut Grp,Work Comp,Inc,wtd 3,1.4326923076923077,0.9324366593681577,0.9898879900435594,1.002650580385705,0.9908172105111175,0.9947089947089947,0.9965063028185638,0.9965290331911201,0.9916117435590174
Celina Mut Grp,Work Comp,Inc,wtd 5,1.4577957980095835,1.0072845629262244,1.009146028157435,1.0042371218957198,1.000032287227173,0.9986952956087378,0.9965063028185638,0.9965290331911201,0.9916117435590174
Celina Mut Grp,Work Comp,Inc,wtd 10,1.6798300283286118,1.1035584254997595,1.0448858752745678,1.0117231816462877,1.000032287227173,0.9986952956087378,0.9965063028185638,0.9965290331911201,0.9916117435590174
Celina Mut Grp,Work Comp,Pd,wtd 3,1.6219221604447975,1.0486223662884928,1.0965647255969837,1.0353694260605404,1.0355107989929773,1.0190860215053763,1.0125748201800715,1.0238204656862746,1.0027816411682893
Celina Mut Grp,Work Comp,Pd,wtd 5,1.7901512713228194,1.1607406565943428,1.0896378866829364,1.0459993521218012,1.0364010736478289,1.0220600162206002,1.0125748201800715,1.0238204656862746,1.0027816411682893
Celina Mut Grp,Work Comp,Pd,wtd 10,2.090107839070925,1.2885124135124135,1.1202544467404076,1.0595608932257459,1.0364010736478289,1.0220600162206002,1.0125748201800715,1.0238204656862746,1.0027816411682893
Center Mut Ins Co,Comm Auto,Inc,str 3,1.1909798534798535,0.966528640441684,0.9953311124570967,1.0,1.0,0.9031007751937984,1.158726092896175,1.054945054945055,1.0
Center Mut Ins Co,Comm Auto,Inc,str 5,1.1492032967032966,0.9761435993593501,0.9971986674742581,1.0023809523809524,1.0055275443510738,0.9273255813953488,1.158726092896175,1.054945054945055,1.0
Center Mut Ins Co,Comm Auto,Inc,str 10,1.3855321028504024,0.9377121272219714,1.0375251470969975,1.001984126984127,1.0055275443510738,0.9273255813953488,1.158726092896175,1.054945054945055,1.0
Center Mut Ins Co,Comm Auto,Pd,str 3,1.751604938271605,1.3364273364273362,1.3025641025641026,1.0333333333333334,1.0,1.0083333333333333,1.016260162601626,1.1162790697674418,1.0
Center Mut Ins Co,Comm Auto,Pd,str 5,1.9678028798028797,1.1981180840993926,1.1815384615384616,1.0251282051282051,1.0,1.00625,1.016260162601626,1.1162790697674418,1.0
Center Mut Ins Co,Comm Auto,Pd,str 10,2.0430370807494986,1.1442222845355547,1.1296703296703297,1.0209401709401709,1.0,1.00625,1.016260162601626,1.1162790697674418,1.0
Center Mut Ins Co,Comm Auto,Inc,wtd 3,1.0353535353535352,1.0148514851485149,0.9925925925925926,1.0,1.0,0.8333333333333334,1.1933333333333334,1.0649350649350648,1.0
Center Mut Ins Co,Comm Auto,Inc,wtd 5,1.0439882697947214,1.0028818443804035,0.9940119760479041,1.0034246575342465,1.0063091482649842,0.883177570093458,1.1933333333333334,1.0649350649350648,1.0
Center Mut Ins Co,Comm Auto,Inc,wtd 10,1.1704312114989732,0.9616858237547893,1.0345572354211663,1.0028169014084507,1.0063091482649842,0.883177570093458,1.1933333333333334,1.0649350649350648,1.0
Center Mut Ins Co,Comm Auto,Pd,wtd 3,1.6714285714285715,1.3368421052631578,1.295,1.0172413793103448,1.0,1.0096153846153846,1.0155038759689923,1.0943396226415094,1.0
Center Mut Ins Co,Comm Auto,Pd,wtd 5,2.05,1.1244813278008299,1.2234848484848484,1.0168067226890756,1.0,1.0059880239520957,1.0155038759689923,1.0943396226415094,1.0
Center Mut Ins Co,Comm Auto,Pd,wtd 10,2.040201005025126,1.0994475138121547,1.1612021857923498,1.0132890365448506,1.0,1.0059880239520957,1.0155038759689923,1.0943396226415094,1.0
Center Mut Ins Co,Other Liab,Inc,str 3,1.290299823633157,1.1144927536231883,1.1245857317285888,1.0238095238095237,1.5098039215686274,1.0,1.0,1.0,1.0
Center Mut Ins Co,Other Liab,Inc,str 5,1.4923384619548303,1.1020289855072465,1.1239181057038201,1.138095238095238,1.3058823529411765,1.0,1.0,1.0,1.0
Center Mut Ins Co,Other Liab,Inc,str 10,1.3031877456827041,1.0425259652355927,1.1169637218282538,1.1150793650793651,1.3058823529411765,1.0,1.0,1.0,1.0
Center Mut Ins Co,Other Liab,Pd,str 3,1.3206349206349206,1.2941176470588236,1.6388888888888886,1.0,1.6551724137931034,1.0,1.0,1.0,1.0
Center Mut Ins Co,Other Liab,Pd,str 5,1.319047619047619,1.2431372549019606,1.3833333333333333,1.1625,1.3931034482758622,1.0,1.0,1.0,1.0
Center Mut Ins Co,Other Liab,Pd,str 10,1.4918294668294667,1.1970996732026142,1.3678093357158532,1.1354166666666667,1.3931034482758622,1.0,1.0,1.0,1.0
Center Mut Ins Co,Other Liab,Inc,wtd 3,1.3235294117647058,1.1639344262295082,1.1517857142857142,1.0085470085470085,1.4482758620689655,1.0,1.0,1.0,1.0
Center Mut Ins Co,Other Liab,Inc,wtd 5,1.5,1.1440677966101696,1.1468531468531469,1.0736842105263158,1.1947565543071161,1.0,1.0,1.0,1.0
Center Mut Ins Co,Other Liab,Inc,wtd 10,1.2610294117647058,1.0105633802816902,1.1290322580645162,1.0484429065743945,1.1947565543071161,1.0,1.0,1.0,1.0
Center Mut Ins Co,Other Liab,Pd,wtd 3,1.3142857142857143,1.3333333333333333,1.618421052631579,1.0,1.5135135135135136,1.0,1.0,1.0,1.0
Center Mut Ins Co,Other Liab,Pd,wtd 5,1.3064516129032258,1.2692307692307692,1.439252336448598,1.0698924731182795,1.217557251908397,1.0,1.0,1.0,1.0
Center Mut Ins Co,Other Liab,Pd,wtd 10,1.5217391304347827,1.1770833333333333,1.3990825688073394,1.0456140350877192,1.217557251908397,1.0,1.0,1.0,1.0
Center Mut Ins Co,PP Auto,Inc,str 3,1.0195059505731265,0.9979430282336382,1.0461739558101428,1.0063355993386274,1.0030585404455288,1.0072248142637719,0.9976266366736849,0.999236641221374,1.0
Center Mut Ins Co,PP Auto,Inc,str 5,1.0300850254900369,0.9819003227160371,1.0415261392973716,0.9994762548420123,1.0039626269919473,1.0044619780447677,0.9976266366736849,0.999236641221374,1.0
Center Mut Ins Co,PP Auto,Inc,str 10,1.0654435927412123,0.9672651261569755,1.0403445799488558,1.0087728898166815,1.0039626269919473,1.0044619780447677,0.9976266366736849,0.999236641221374,1.0
Center Mut Ins Co,PP Auto,Pd,str 3,1.5717098527071955,1.168263318000988,1.0721930233888415,1.038392524699517,1.0474088255559522,1.0052198816318418,1.0370374418762256,1.0,1.0
Center Mut Ins Co,PP Auto,Pd,str 5,1.6345438054951522,1.1833325149440512,1.0589304319735042,1.0370814160865398,1.038483878770253,1.0032096926061098,1.0370374418762256,1.0,1.0
Center Mut Ins Co,PP Auto,Pd,str 10,1.5931042425386217,1.1733201963107274,1.0615254412233726,1.0309011800721166,1.038483878770253,1.0032096926061098,1.0370374418762256,1.0,1.0
Center Mut Ins Co,PP Auto,Inc,wtd 3,1.0227547809247155,0.9967669733897041,1.047890535917902,1.0073065426768515,1.0090012858979853,1.0073452256033577,0.997568093385214,0.999302649930265,1.0
Center Mut Ins Co,PP Auto,Inc,wtd 5,1.0293890177880898,0.9831962191493085,1.0435789473684212,1.0018630647414997,1.007452754857599,1.004089219330855,0.997568093385214,0.999302649930265,1.0
Center Mut Ins Co,PP Auto,Inc,wtd 10,1.0473848904783192,0.9725344915687276,1.0420016406890895,1.0097299444003176,1.007452754857599,1.004089219330855,0.997568093385214,0.999302649930265,1.0
Center Mut Ins Co,PP Auto,Pd,wtd 3,1.567635270541082,1.1657122405153901,1.0732899022801303,1.0222222222222221,1.0435588507877664,1.005307855626327,1.039877300613497,1.0,1.0
Center Mut Ins Co,PP Auto,Pd,wtd 5,1.6104513064133017,1.1864278506559032,1.063449939686369,1.026028110359188,1.035909221488078,1.0030852294639414,1.039877300613497,1.0,1.0
Center Mut Ins Co,PP Auto,Pd,wtd 10,1.5855092919313103,1.1781317885590152,1.0650710545998505,1.021978021978022,1.035909221488078,1.0030852294639414,1.039877300613497,1.0,1.0
Century-Natl Ins Co,Comm Auto,Inc,str 3,1.2026449558312817,1.099229818560386,0.9922569864873493,0.9781733884635404,0.9923973845896022,0.9942236357748792,1.0003108900341802,1.0009597676990236,0.9993549080744006
Century-Natl Ins Co,Comm Auto,Inc,str 5,1.2102540663506227,1.0755545217679077,0.9872554035424453,0.995571593037625,0.9906844896471275,1.0012330783850496,1.0003108900341802,1.0009597676990236,0.9993549080744006
Century-Natl Ins Co,Comm Auto,Inc,str 10,1.2913439939491926,1.1036739578857828,0.9857501957836019,1.0021098635902197,0.9906844896471275,1.0012330783850496,1.0003108900341802,1.0009597676990236,0.9993549080744006
Century-Natl Ins Co,Comm Auto,Pd,str 3,2.575659229378832,1.4150350554666167,1.155076745522505,1.0351898882620905,0.9957887006897579,1.0031781888153803,1.0007381952112235,1.0002172260236777,1.0
Century-Natl Ins Co,Comm Auto,Pd,str 5,2.585012429272724,1.4230590342734062,1.1134161483052984,1.0442454078517662,1.0064707982622427,1.0152870520029291,1.0007381952112235,1.0002172260236777,1.0
Century-Natl Ins Co,Comm Auto,Pd,str 10,2.6793080218793732,1.4063371258329482,1.125290751982212,1.0439476152405796,1.0064707982622427,1.0152870520029291,1.0007381952112235,1.0002172260236777,1.0
Century-Natl Ins Co,Comm Auto,Inc,wtd 3,1.20309746823704,1.098610951670302,0.9889884553078926,0.9793432771756626,0.9923285811269518,0.9940270721017724,1.000291226792865,1.001050849436628,0.9993549080744006
Century-Natl Ins Co,Comm Auto,Inc,wtd 5,1.200279187055327,1.0810179977502812,0.985987468708803,0.9910293747528134,0.9907623722056712,1.001377054823995,1.000291226792865,1.001050849436628,0.9993549080744006
Century-Natl Ins Co,Comm Auto,Inc,wtd 10,1.2418652919121584,1.0983835268695388,0.9854430605193479,0.9970544918998527,0.9907623722056712,1.001377054823995,1.000291226792865,1.001050849436628,0.9993549080744006
Century-Natl Ins Co,Comm Auto,Pd,wtd 3,2.547587683187881,1.4128231778615046,1.1596260115758321,1.029458392182861,0.9950529064174797,1.0030266105892065,1.0007316894709886,1.0002348796241927,1.0
Century-Natl Ins Co,Comm Auto,Pd,wtd 5,2.5400617584917926,1.4229883419996676,1.126849699250895,1.0389257345569523,1.0050403448657013,1.0154480821557097,1.0007316894709886,1.0002348796241927,1.0
Century-Natl Ins Co,Comm Auto,Pd,wtd 10,2.609654487081486,1.4128612642755936,1.1325333333333334,1.0394030348507588,1.0050403448657013,1.0154480821557097,1.0007316894709886,1.0002348796241927,1.0
Chicago Mut Ins Co,Comm Auto,Inc,str 3,1.6938832772166108,0.9856750700280111,1.2687127687127688,1.021388888888889,1.062380619613324,0.9794238683127571,1.0,1.0,1.0
Chicago Mut Ins Co,Comm Auto,Inc,str 5,1.5121632996632999,1.335690756302521,1.1523781037055374,1.0579552845528455,1.0289393607789834,0.9845679012345678,1.0,1.0,1.0
Chicago Mut Ins Co,Comm Auto,Inc,str 10,1.3246691396603576,1.2358391492611234,1.0872200258490414,1.0182660404306747,1.0289393607789834,0.9845679012345678,1.0,1.0,1.0
Chicago Mut Ins Co,Comm Auto,Pd,str 3,1.6965811965811968,2.002222222222222,1.2729882076287307,1.0539018503620274,1.355511385430833,1.0285714285714285,1.0,1.0,1.0
